"Journal" "Ais" "Ford" "Quantile" "Quantile 2017"
"CANADIAN MINERALOGIST" 0.441 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.572 0.574
"RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA" 0.441 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.574 0.751
"ADVANCES IN METEOROLOGY" 0.439 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.575 0.542
"INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH" 0.437 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.577 0.594
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES" 0.436 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.578 0.583
"JOURNAL OF HYDROLOGY AND HYDROMECHANICS" 0.436 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.579 0.627
"GREENHOUSE GASES-SCIENCE AND TECHNOLOGY" 0.436 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.581 0.531
"INDUSTRIAL HEALTH" 0.435 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.582 0.587
"PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE" 0.431 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.584 0.549
"JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE AND ENGINEERING" 0.43 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.585 0.703
"ARCHAEOMETRY" 0.43 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.586 0.527
"ENVIRONMENTAL TECHNOLOGY & INNOVATION" 0.425 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.588 NA
"NATURAL RESOURCES FORUM" 0.425 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.589 0.563
"PHOTOGRAMMETRIC RECORD" 0.424 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.591 0.603
"ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES" 0.424 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.592 0.585
"JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE" 0.421 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.594 0.704
"CANADIAN WATER RESOURCES JOURNAL" 0.419 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.595 0.621
"ITALIAN JOURNAL OF GEOSCIENCES" 0.419 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.596 0.565
"JOURNAL OF MARINE RESEARCH" 0.419 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.598 0.341
"BULLETIN OF GEOSCIENCES" 0.418 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.599 0.513
"GEOSCIENTIFIC INSTRUMENTATION METHODS AND DATA SYSTEMS" 0.417 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.601 0.502
"GEOLOGICA CARPATHICA" 0.416 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.602 0.607
"MIRES AND PEAT" 0.415 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.603 0.641
"INTERNATIONAL JOURNAL OF ASTROBIOLOGY" 0.415 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.605 0.575
"EARTH SCIENCE INFORMATICS" 0.414 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.606 0.666
"MOUNTAIN RESEARCH AND DEVELOPMENT" 0.413 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.608 0.618
"TURKISH JOURNAL OF EARTH SCIENCES" 0.413 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.609 0.561
"POLAR SCIENCE" 0.413 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.61 0.635
"JOURNAL OF AFRICAN EARTH SCIENCES" 0.412 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.612 0.551
"HISTORICAL BIOLOGY" 0.41 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.613 0.626
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH" 0.407 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.615 0.611
"ENVIRONMENTAL ENGINEERING SCIENCE" 0.406 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.616 0.656
"ISLAND ARC" 0.404 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.617 0.501
"OFIOLITI" 0.404 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.619 0.804
"JOURNAL OF MICROPALAEONTOLOGY" 0.403 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.62 0.727
"ENVIRONMENTAL MONITORING AND ASSESSMENT" 0.401 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.622 0.619
"GEOMICROBIOLOGY JOURNAL" 0.401 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.623 0.643
"JOURNAL OF RADIOLOGICAL PROTECTION" 0.401 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.624 0.597
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS" 0.4 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.626 0.56
"ACTA PETROLOGICA SINICA" 0.399 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.627 0.654
"JOURNAL OF HYDROINFORMATICS" 0.392 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.629 0.623
"CLAY MINERALS" 0.392 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.63 0.622
"HYDROLOGY RESEARCH" 0.391 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.632 0.608
"ARCHIVES OF ENVIRONMENTAL & OCCUPATIONAL HEALTH" 0.389 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.633 0.652
"GEODINAMICA ACTA" 0.388 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.634 0.632
"RUSSIAN GEOLOGY AND GEOPHYSICS" 0.387 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.636 0.593
"JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION" 0.386 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.637 0.659
"JOURNAL OF WATER AND HEALTH" 0.386 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.639 0.673
"ENVIRONMENTAL EARTH SCIENCES" 0.384 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.64 0.685
"NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW" 0.383 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.641 0.64
"AMEGHINIANA" 0.382 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.643 0.525
"RESOURCE GEOLOGY" 0.382 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.644 0.614
"JOURNAL OF MINERALOGICAL AND PETROLOGICAL SCIENCES" 0.38 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.646 0.733
"WEATHER" 0.38 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.647 0.777
"GFF" 0.376 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.648 0.582
"BRAZILIAN JOURNAL OF GEOLOGY" 0.375 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.65 0.717
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY" 0.374 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.651 0.646
"JOURNAL OF FORAMINIFERAL RESEARCH" 0.374 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.653 0.545
"JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS" 0.374 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.654 0.633
"NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH" 0.373 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.655 0.721
"MARINE GEODESY" 0.372 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.657 0.578
"JOURNAL OF CULTURAL HERITAGE" 0.371 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.658 0.651
"PALAEOBIODIVERSITY AND PALAEOENVIRONMENTS" 0.371 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.66 0.989
"JOURNAL OF EARTH SCIENCE" 0.369 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.661 0.69
"GEOTECHNICAL TESTING JOURNAL" 0.369 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.662 0.535
"GEOCARTO INTERNATIONAL" 0.368 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.664 0.686
"JOURNAL OF MAPS" 0.368 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.665 0.688
"PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION" 0.367 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.667 0.647
"CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY" 0.366 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.668 0.678
"INTERNATIONAL JOURNAL OF PALEOPATHOLOGY" 0.366 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.669 0.817
"BOLLETTINO DELLA SOCIETA PALEONTOLOGICA ITALIANA" 0.366 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.671 0.784
"ZEITSCHRIFT FUR GEOMORPHOLOGIE" 0.364 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.672 0.736
"PALAEOWORLD" 0.362 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.674 0.99
"FOSSIL RECORD" 0.361 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.675 0.765
"JOURNAL OF NAVIGATION" 0.357 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.677 0.599
"ATMOSFERA" 0.355 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.678 0.75
"PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING" 0.354 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.679 0.675
"WASTE AND BIOMASS VALORIZATION" 0.351 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.681 0.716
"SOIL SCIENCE AND PLANT NUTRITION" 0.351 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.682 0.712
"JOURNAL OF IBERIAN GEOLOGY" 0.346 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.684 0.506
"JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING" 0.345 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.685 0.631
"ACTA GEOLOGICA POLONICA" 0.343 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.686 0.664
"JOURNAL OF ARID LAND" 0.342 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.688 0.683
"CARNETS DE GEOLOGIE" 0.34 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.689 0.779
"GEOLOGICA ACTA" 0.34 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.691 0.63
"JOURNAL OF EARTH SYSTEM SCIENCE" 0.338 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.692 0.705
"INTERNATIONAL JOURNAL OF PHYTOREMEDIATION" 0.337 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.693 0.7
"JOURNAL OF MOUNTAIN SCIENCE" 0.337 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.695 0.769
"SUSTAINABILITY" 0.335 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.696 0.713
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH" 0.335 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.698 0.741
"WASTE MANAGEMENT & RESEARCH" 0.333 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.699 0.722
"WATER AIR AND SOIL POLLUTION" 0.333 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.7 0.649
"AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE" 0.329 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.702 0.759
"ERDKUNDE" 0.323 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.703 0.661
"ALCHERINGA" 0.322 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.705 0.708
"MINE WATER AND THE ENVIRONMENT" 0.319 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.706 0.681
"PERIODICO DI MINERALOGIA" 0.318 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.707 0.774
"JOURNAL OF ENVIRONMENTAL ENGINEERING" 0.316 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.709 0.726
"GEOSCIENCES JOURNAL" 0.315 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.71 0.766
"GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY" 0.314 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.712 0.724
"JOURNAL OF COASTAL CONSERVATION" 0.314 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.713 0.748
"JOURNAL OF CAVE AND KARST STUDIES" 0.313 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.714 0.71
"GEOGRAFIA FISICA E DINAMICA QUATERNARIA" 0.312 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.716 0.757
"ANNALES SOCIETATIS GEOLOGORUM POLONIAE" 0.31 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.717 0.775
"ENVIRONMENTAL TECHNOLOGY" 0.306 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.719 0.746
"CHINESE GEOGRAPHICAL SCIENCE" 0.305 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.72 0.699
"JOURNAL OF COASTAL RESEARCH" 0.302 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.722 0.729
"CHEMICAL SPECIATION AND BIOAVAILABILITY" 0.3 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.723 0.807
"STRATIGRAPHY AND GEOLOGICAL CORRELATION" 0.3 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.724 0.723
"PHYSICAL GEOGRAPHY" 0.299 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.726 0.693
"JOURNAL OF MATERIAL CYCLES AND WASTE MANAGEMENT" 0.297 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.727 0.738
"CLEAN-SOIL AIR WATER" 0.297 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.729 0.753
"FRONTIERS OF EARTH SCIENCE" 0.297 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.73 0.694
"HUMAN AND ECOLOGICAL RISK ASSESSMENT" 0.296 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.731 0.76
"ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION" 0.295 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.733 0.698
"REVISTA MEXICANA DE CIENCIAS GEOLOGICAS" 0.295 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.734 0.737
"JOURNAL OF PIPELINE SYSTEMS ENGINEERING AND PRACTICE" 0.294 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.736 0.752
"POLAR RECORD" 0.294 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.737 0.857
"ARCHAEOLOGICAL PROSPECTION" 0.293 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.738 0.616
"JOURNAL OF SPATIAL SCIENCE" 0.292 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.74 0.714
"AUSTRIAN JOURNAL OF EARTH SCIENCES" 0.292 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.741 0.655
"GROUND WATER MONITORING AND REMEDIATION" 0.29 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.743 0.645
"PALAEONTOGRAPHICA ABTEILUNG B-PALAEOPHYTOLOGIE PALAEOBOTANY-PALAEOPHYTOLOGY" 0.288 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.744 0.8
"JOURNAL OF APPLIED REMOTE SENSING" 0.288 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.745 0.762
"SCOTTISH JOURNAL OF GEOLOGY" 0.285 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.747 0.796
"BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND" 0.283 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.748 0.602
"NATURAL RESOURCE MODELING" 0.283 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.75 0.761
"BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK" 0.281 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.751 0.767
"BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY" 0.278 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.752 0.764
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING" 0.276 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.754 0.745
"ENVIRONMENTAL MODELING & ASSESSMENT" 0.275 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.755 0.728
"ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE" 0.274 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.757 0.743
"GEOLOGICA BELGICA" 0.271 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.758 0.788
"ANNALES DE PALEONTOLOGIE" 0.271 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.759 0.671
"ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES" 0.27 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.761 0.697
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES" 0.269 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.762 0.79
"ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY" 0.268 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.764 0.756
"EARTH MOON AND PLANETS" 0.265 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.765 0.657
"ESTONIAN JOURNAL OF EARTH SCIENCES" 0.264 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.767 0.67
"QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY" 0.262 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.768 0.809
"BRAZILIAN JOURNAL OF OCEANOGRAPHY" 0.262 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.769 0.789
"ZEITSCHRIFT DER DEUTSCHEN GESELLSCHAFT FUR GEOWISSENSCHAFTEN" 0.261 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.771 0.822
"SOUTH AFRICAN JOURNAL OF GEOLOGY" 0.259 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.772 0.676
"WATER SCIENCE AND TECHNOLOGY" 0.258 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.774 0.802
"ARABIAN JOURNAL OF GEOSCIENCES" 0.257 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.775 0.815
"SURVEY REVIEW" 0.255 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.776 0.836
"LAKE AND RESERVOIR MANAGEMENT" 0.255 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.778 0.828
"HEALTH PHYSICS" 0.252 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.779 0.731
"ANNALS OF CARNEGIE MUSEUM" 0.252 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.781 0.776
"WATER POLICY" 0.251 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.782 0.794
"ARID LAND RESEARCH AND MANAGEMENT" 0.251 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.783 0.819
"STRATIGRAPHY" 0.25 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.785 0.669
"JOURNAL OF ENVIRONMENTAL HEALTH" 0.249 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.786 0.707
"WATER AND ENVIRONMENT JOURNAL" 0.248 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.788 0.77
"GEOLOGIA CROATICA" 0.247 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.789 0.866
"INTERNATIONAL JOURNAL OF MINING RECLAMATION AND ENVIRONMENT" 0.244 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.79 0.781
"JOURNAL OF WATER AND CLIMATE CHANGE" 0.244 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.792 0.827
"SOIL AND WATER RESEARCH" 0.241 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.793 0.831
"MARINE GEORESOURCES & GEOTECHNOLOGY" 0.241 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.795 0.818
"IDOJARAS" 0.239 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.796 0.793
"JOURNAL OF ENVIRONMENTAL ENGINEERING AND LANDSCAPE MANAGEMENT" 0.236 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.797 0.839
"JOURNAL OF SOUTHERN HEMISPHERE EARTH SYSTEMS SCIENCE" 0.235 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.799 0.891
"HISTORY OF GEO- AND SPACE SCIENCES" 0.235 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.8 0.871
"AQUATIC ECOSYSTEM HEALTH & MANAGEMENT" 0.233 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.802 0.82
"MICROPALEONTOLOGY" 0.232 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.803 0.791
"NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN" 0.231 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.805 0.834
"CHEMISTRY AND ECOLOGY" 0.227 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.806 0.838
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY" 0.226 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.807 0.829
"PALZ" 0.226 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.809 0.991
"GEOLOGICAL QUARTERLY" 0.225 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.81 0.78
"REVISTA BRASILEIRA DE PALEONTOLOGIA" 0.224 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.812 0.842
"SOIL & SEDIMENT CONTAMINATION" 0.221 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.813 0.813
"RADIATION PROTECTION DOSIMETRY" 0.221 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.814 0.81
"GEOHERITAGE" 0.218 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.816 0.772
"BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT" 0.218 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.817 0.852
"JOURNAL OF WATER SANITATION AND HYGIENE FOR DEVELOPMENT" 0.218 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.819 0.863
"CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY" 0.218 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.82 0.867
"CARBONATES AND EVAPORITES" 0.217 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.821 0.824
"OCEANOLOGY" 0.216 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.823 0.893
"ACTA ADRIATICA" 0.216 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.824 0.865
"PALEONTOLOGICAL RESEARCH" 0.216 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.826 0.903
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH" 0.214 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.827 0.85
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES" 0.214 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.828 0.858
"OZONE-SCIENCE & ENGINEERING" 0.213 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.83 0.795
"ACTA CARSOLOGICA" 0.213 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.831 0.803
"QUATERNAIRE" 0.212 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.833 0.799
"ACTA OCEANOLOGICA SINICA" 0.211 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.834 0.823
"BOLETIN DE LA SOCIEDAD GEOLOGICA MEXICANA" 0.21 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.835 0.894
"IRRIGATION AND DRAINAGE" 0.209 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.837 0.861
"MARINE TECHNOLOGY SOCIETY JOURNAL" 0.208 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.838 0.833
"GEOLOGY OF ORE DEPOSITS" 0.208 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.84 0.812
"JOURNAL OF WATER REUSE AND DESALINATION" 0.207 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.841 0.937
